1.401232000000000000e+06,-2.868081250000000000e+04
1.376050125000000000e+06,-2.889212109375000000e+04
1.314437625000000000e+06,-3.066467773437500000e+04
1.306477750000000000e+06,-2.471169335937500000e+04
1.316848125000000000e+06,-2.715868554687500000e+04
1.391909875000000000e+06,-2.828286328125000000e+04
1.314452000000000000e+06,-2.016296875000000000e+04
1.336215000000000000e+06,-2.385696289062500000e+04
1.186814125000000000e+06,-2.566841406250000000e+04
1.245091500000000000e+06,-2.521050390625000000e+04
1.308698375000000000e+06,-2.683850000000000000e+04
1.382120375000000000e+06,-2.193129882812500000e+04
1.381802250000000000e+06,-2.734300585937500000e+04
1.264935500000000000e+06,-2.501563281250000000e+04
1.328727750000000000e+06,-3.619034765625000000e+04
1.213435375000000000e+06,-2.521232812500000000e+04
1.215204625000000000e+06,-2.808717187500000000e+04
1.250181000000000000e+06,-2.541482421875000000e+04
1.268122500000000000e+06,-2.909559765625000000e+04
1.444163250000000000e+06,-2.958463671875000000e+04
1.337761000000000000e+06,-1.977229101562500000e+04
1.417992000000000000e+06,-3.009990234375000000e+04
1.258535875000000000e+06,-2.727816210937500000e+04
1.398625875000000000e+06,-2.961363476562500000e+04
1.399627375000000000e+06,-2.180670898437500000e+04
1.206407750000000000e+06,-3.153392382812500000e+04
1.446529500000000000e+06,-2.292414843750000000e+04
1.404660875000000000e+06,-2.620700195312500000e+04
1.463952375000000000e+06,-2.958475585937500000e+04
1.264935500000000000e+06,-2.501563281250000000e+04
1.415510500000000000e+06,-2.451584765625000000e+04
1.147432125000000000e+06,-2.609879687500000000e+04
1.304517500000000000e+06,-2.791677343750000000e+04
1.465188500000000000e+06,-3.162024804687500000e+04
1.309842500000000000e+06,-2.650664257812500000e+04
1.424732750000000000e+06,-2.394446093750000000e+04
1.390869625000000000e+06,-2.177679492187500000e+04
1.335756625000000000e+06,-2.785647460937500000e+04
1.381189375000000000e+06,-2.459874023437500000e+04
1.400042250000000000e+06,-3.026807617187500000e+04
1.395188625000000000e+06,-2.222445703125000000e+04
1.276911250000000000e+06,-2.434535937500000000e+04
1.342108000000000000e+06,-2.599716406250000000e+04
1.384611125000000000e+06,-2.428056640625000000e+04
1.429958375000000000e+06,-3.201843359375000000e+04
1.476039750000000000e+06,-2.618959570312500000e+04
1.281072625000000000e+06,-2.530550585937500000e+04
1.245032125000000000e+06,-2.675051953125000000e+04
1.302939875000000000e+06,-2.553475000000000000e+04
1.219066750000000000e+06,-3.151774609375000000e+04
1.571428750000000000e+06,-2.886702343750000000e+04
1.226944125000000000e+06,-2.772486132812500000e+04
1.232868250000000000e+06,-2.562298242187500000e+04
1.470787000000000000e+06,-3.436889843750000000e+04
1.372284875000000000e+06,-2.882400585937500000e+04
1.446108125000000000e+06,-2.459701562500000000e+04
1.192317500000000000e+06,-2.186045117187500000e+04
1.345699375000000000e+06,-2.493404296875000000e+04
1.479681875000000000e+06,-2.575171093750000000e+04
1.336624500000000000e+06,-2.409701171875000000e+04
1.356896250000000000e+06,-2.246729296875000000e+04
1.402272375000000000e+06,-3.020207421875000000e+04
1.419271250000000000e+06,-2.983414062500000000e+04
1.278687000000000000e+06,-2.733190234375000000e+04
1.463553750000000000e+06,-2.381268359375000000e+04
1.333401250000000000e+06,-2.272930664062500000e+04
1.379085000000000000e+06,-2.392869335937500000e+04
1.423648375000000000e+06,-2.840035546875000000e+04
1.314826500000000000e+06,-2.906548632812500000e+04
1.426865375000000000e+06,-2.423048632812500000e+04
1.145462000000000000e+06,-2.749782031250000000e+04
1.302982125000000000e+06,-2.134879296875000000e+04
1.436016625000000000e+06,-2.883746484375000000e+04
1.431433375000000000e+06,-2.672575585937500000e+04
1.113989375000000000e+06,-2.411109179687500000e+04
1.400042250000000000e+06,-3.026807617187500000e+04
1.390087875000000000e+06,-2.392037890625000000e+04
1.384090375000000000e+06,-2.631096875000000000e+04
1.268184375000000000e+06,-2.134134765625000000e+04
1.280072000000000000e+06,-2.564894335937500000e+04
1.245730500000000000e+06,-2.507090039062500000e+04
1.295560000000000000e+06,-2.317711328125000000e+04
1.487574250000000000e+06,-2.569304882812500000e+04
1.272486875000000000e+06,-2.795974804687500000e+04
1.242394250000000000e+06,-2.553667187500000000e+04
1.122842625000000000e+06,-2.444810351562500000e+04
1.360297625000000000e+06,-2.463856054687500000e+04
1.339482625000000000e+06,-2.518221875000000000e+04
1.327909875000000000e+06,-3.100776953125000000e+04
1.310969500000000000e+06,-2.759596093750000000e+04
1.187702000000000000e+06,-2.648289648437500000e+04
1.374788750000000000e+06,-2.559722851562500000e+04
1.340426500000000000e+06,-2.142659375000000000e+04
1.305086125000000000e+06,-2.235543750000000000e+04
1.436827875000000000e+06,-2.247286523437500000e+04
1.346849250000000000e+06,-2.535261132812500000e+04
1.389012000000000000e+06,-2.719851953125000000e+04
1.459516375000000000e+06,-2.450229492187500000e+04
1.210294750000000000e+06,-2.467744140625000000e+04
1.667325750000000000e+06,-3.278329296875000000e+04
1.353835125000000000e+06,-2.857695898437500000e+04
1.529017125000000000e+06,-2.657774804687500000e+04
1.250181000000000000e+06,-2.541482421875000000e+04
1.424256625000000000e+06,-2.956399414062500000e+04
1.398271000000000000e+06,-2.407413281250000000e+04
