3.323202610015869141e+00,-1.379980926513671875e+02,9.400720596313476562e-01,-7.591858520507812500e+02,-5.397471904754638672e+00
3.797811985015869141e+00,2.556749267578125000e+02,2.305180281400680542e-01,-6.689519500732421875e+01,1.968855977058410645e+00
-3.776572704315185547e+00,-4.986436157226562500e+02,4.340571761131286621e-01,-5.841921386718750000e+02,-5.108514308929443359e+00
1.450508236885070801e+00,7.808187866210937500e+01,1.380514949560165405e-01,-3.195877685546875000e+02,-3.117338418960571289e-01
1.352039337158203125e+00,-1.945967292785644531e+01,4.063759744167327881e-02,-6.769297485351562500e+02,-3.552974462509155273e-01
-7.952536106109619141e+00,-4.668184661865234375e+01,-1.024195104837417603e-01,-6.904639282226562500e+02,6.977602958679199219e+00
-3.600000858306884766e+00,-3.208742141723632812e+01,3.179991245269775391e-01,-5.802466430664062500e+02,3.773783922195434570e+00
-1.200811624526977539e+00,3.628379106521606445e+00,1.053717851638793945e+00,-3.607957458496093750e+02,8.212046623229980469e-01
1.036971449851989746e+00,1.004935836791992188e+02,-6.599439978599548340e-01,6.185280227661132812e+01,-1.283630430698394775e-01
-9.168218970298767090e-01,6.044040679931640625e+01,-1.174475178122520447e-01,-4.754655761718750000e+02,1.516560316085815430e-01
-4.168726444244384766e+00,-2.589959106445312500e+02,-1.276069998741149902e+00,2.340819549560546875e+02,-1.238285183906555176e+00
